423
time,lat,lon,elevation
2019-08-10T17:17:18.320Z,60.338347,5.353935,59.6
2019-08-10T17:17:29.160Z,60.338945,5.354848,61.2
2019-08-10T17:17:40.080Z,60.339457,5.355640,63.9
2019-08-10T17:17:50.540Z,60.339645,5.356062,66.3
2019-08-10T17:18:01.270Z,60.339798,5.356535,68.8
2019-08-10T17:18:11.635Z,60.339982,5.356953,72.0
2019-08-10T17:18:22.317Z,60.340240,5.357413,74.2
2019-08-10T17:18:32.658Z,60.340475,5.357803,76.3
2019-08-10T17:18:43.329Z,60.340693,5.358133,79.1
2019-08-10T17:18:53.664Z,60.340902,5.358312,80.8
2019-08-10T17:19:04.332Z,60.341088,5.358520,82.7
2019-08-10T17:19:15.166Z,60.341225,5.358615,89.2
2019-08-10T17:19:26.083Z,60.341395,5.358910,91.5
2019-08-10T17:19:37.041Z,60.341557,5.359212,94.1
2019-08-10T17:19:48.020Z,60.341758,5.359527,97.0
2019-08-10T17:19:59.010Z,60.341982,5.359855,100.6
2019-08-10T17:20:10.005Z,60.342223,5.360202,103.5
2019-08-10T17:20:21.002Z,60.342447,5.360535,106.9
2019-08-10T17:20:31.501Z,60.342647,5.360875,109.6
2019-08-10T17:20:42.250Z,60.342803,5.361177,114.3
2019-08-10T17:20:53.125Z,60.342980,5.361450,118.4
2019-08-10T17:21:04.062Z,60.343177,5.361800,122.1
2019-08-10T17:21:14.531Z,60.343427,5.362125,124.8
2019-08-10T17:21:25.265Z,60.343688,5.362462,128.9
2019-08-10T17:21:36.132Z,60.343902,5.362678,131.8
2019-08-10T17:21:47.066Z,60.344130,5.362875,134.6
2019-08-10T17:21:58.033Z,60.344350,5.363115,137.5
2019-08-10T17:22:09.016Z,60.344597,5.363268,140.3
2019-08-10T17:22:20.008Z,60.344858,5.363398,142.8
2019-08-10T17:22:51.004Z,60.344955,5.363462,143.0
2019-08-10T17:23:11.502Z,60.345450,5.363755,143.7
2019-08-10T17:23:27.251Z,60.346348,5.364123,144.8
2019-08-10T17:23:40.625Z,60.347532,5.364940,142.6
2019-08-10T17:23:52.312Z,60.348202,5.365662,140.3
2019-08-10T17:24:03.656Z,60.348658,5.366153,138.2
2019-08-10T17:24:14.828Z,60.349550,5.367060,136.2
2019-08-10T17:24:25.414Z,60.350507,5.367833,134.3
2019-08-10T17:24:36.207Z,60.351493,5.368828,131.6
2019-08-10T17:24:46.603Z,60.352515,5.368988,129.2
2019-08-10T17:24:57.301Z,60.353713,5.368763,125.1
2019-08-10T17:25:08.150Z,60.354777,5.368603,120.1
2019-08-10T17:25:19.075Z,60.355828,5.368533,115.4
2019-08-10T17:25:30.037Z,60.356792,5.368473,113.3
2019-08-10T17:25:41.018Z,60.357623,5.368620,110.3
2019-08-10T17:25:52.009Z,60.357933,5.369393,107.1
2019-08-10T17:26:03.004Z,60.358190,5.370020,103.4
2019-08-10T17:26:14.002Z,60.358428,5.370522,99.4
2019-08-10T17:26:25.001Z,60.358678,5.371030,96.2
2019-08-10T17:26:36.000Z,60.358945,5.371547,93.8
2019-08-10T17:26:46.500Z,60.359203,5.371853,91.7
2019-08-10T17:26:57.250Z,60.359550,5.372208,89.8
2019-08-10T17:27:08.125Z,60.359873,5.372607,89.2
2019-08-10T17:27:19.062Z,60.360145,5.372983,88.9
2019-08-10T17:27:30.031Z,60.360390,5.373413,89.7
2019-08-10T17:27:41.015Z,60.360702,5.373783,92.3
2019-08-10T17:27:51.507Z,60.361015,5.374137,94.0
2019-08-10T17:28:02.253Z,60.361378,5.374445,95.3
2019-08-10T17:28:12.626Z,60.361703,5.374855,95.8
2019-08-10T17:28:23.313Z,60.362040,5.375157,96.5
2019-08-10T17:28:34.156Z,60.362420,5.375282,98.2
2019-08-10T17:28:45.078Z,60.362782,5.375287,101.5
2019-08-10T17:28:56.039Z,60.363158,5.375203,106.0
2019-08-10T17:29:07.019Z,60.363493,5.375160,111.0
2019-08-10T17:29:18.009Z,60.363822,5.375120,115.4
2019-08-10T17:29:29.004Z,60.364170,5.375073,119.7
2019-08-10T17:29:40.002Z,60.364507,5.374957,125.2
2019-08-10T17:29:51.001Z,60.364812,5.374792,131.1
2019-08-10T17:30:02.000Z,60.365182,5.374753,136.0
2019-08-10T17:30:13.000Z,60.365583,5.375118,139.9
2019-08-10T17:30:24.000Z,60.365908,5.375557,142.8
2019-08-10T17:30:35.000Z,60.366247,5.375497,144.5
2019-08-10T17:30:46.000Z,60.366587,5.375207,147.3
2019-08-10T17:30:56.500Z,60.366922,5.374932,150.7
2019-08-10T17:31:07.250Z,60.367303,5.374797,155.2
2019-08-10T17:31:18.125Z,60.367618,5.374933,158.6
2019-08-10T17:31:29.062Z,60.367910,5.375158,162.7
2019-08-10T17:31:40.031Z,60.368245,5.375080,165.7
2019-08-10T17:31:51.015Z,60.368497,5.374742,169.5
2019-08-10T17:32:02.007Z,60.368705,5.374087,173.7
2019-08-10T17:32:13.003Z,60.368992,5.373550,177.7
2019-08-10T17:32:23.501Z,60.369288,5.373107,181.3
2019-08-10T17:32:34.250Z,60.369643,5.372158,184.2
2019-08-10T17:32:45.125Z,60.369863,5.370795,187.5
2019-08-10T17:32:55.562Z,60.370178,5.369355,189.6
2019-08-10T17:33:06.281Z,60.370612,5.367518,190.2
2019-08-10T17:33:17.140Z,60.370863,5.365312,186.3
2019-08-10T17:33:28.070Z,60.370640,5.364517,184.8
2019-08-10T17:33:39.035Z,60.369897,5.366547,186.3
2019-08-10T17:33:50.017Z,60.368940,5.368068,186.7
2019-08-10T17:34:00.508Z,60.368127,5.369393,186.0
2019-08-10T17:34:11.254Z,60.367433,5.371228,184.0
2019-08-10T17:34:22.127Z,60.366605,5.371900,181.1
2019-08-10T17:34:32.563Z,60.366077,5.370082,180.0
2019-08-10T17:34:43.281Z,60.365133,5.369457,179.1
2019-08-10T17:34:54.140Z,60.364590,5.368078,175.7
2019-08-10T17:35:05.070Z,60.364798,5.366545,173.9
2019-08-10T17:35:16.035Z,60.365430,5.366098,170.7
2019-08-10T17:35:27.017Z,60.366473,5.365718,166.8
2019-08-10T17:35:38.008Z,60.367605,5.364887,161.2
2019-08-10T17:35:49.004Z,60.368225,5.363337,155.3
2019-08-10T17:36:00.002Z,60.369030,5.361828,148.6
2019-08-10T17:36:10.501Z,60.369953,5.361138,139.6
2019-08-10T17:36:37.750Z,60.370608,5.360492,125.8
2019-08-10T17:37:09.875Z,60.371253,5.360145,109.0
2019-08-10T17:38:25.937Z,60.380144,5.359911,53.0
2019-08-10T17:39:48.968Z,60.386804,5.348324,34.0
2019-08-10T17:41:15.484Z,60.392571,5.331072,9.0
2019-08-10T17:42:30.742Z,60.394692,5.328841,5.0
2019-08-10T17:43:39.371Z,60.395243,5.326695,3.0
2019-08-10T17:44:46.685Z,60.396485,5.328217,3.2
2019-08-10T17:45:25.842Z,60.396373,5.328345,6.3
2019-08-10T17:46:15.921Z,60.396470,5.328405,14.5
2019-08-10T17:46:46.460Z,60.396477,5.328700,18.2
2019-08-10T17:47:07.230Z,60.396675,5.328578,21.8
2019-08-10T17:47:23.115Z,60.396567,5.328963,25.5
2019-08-10T17:47:36.557Z,60.396795,5.328773,28.3
2019-08-10T17:47:48.778Z,60.397005,5.328647,29.6
2019-08-10T17:48:00.389Z,60.396887,5.328925,32.0
2019-08-10T17:48:11.694Z,60.396982,5.329027,34.8
2019-08-10T17:48:22.847Z,60.396967,5.329265,37.1
2019-08-10T17:48:33.923Z,60.397152,5.329142,41.2
2019-08-10T17:48:44.961Z,60.397115,5.329382,46.5
2019-08-10T17:48:55.980Z,60.396922,5.329680,51.3
2019-08-10T17:49:06.990Z,60.396802,5.330023,56.5
2019-08-10T17:49:17.995Z,60.396972,5.329793,53.4
2019-08-10T17:49:28.997Z,60.397345,5.329407,53.2
2019-08-10T17:49:39.998Z,60.397637,5.329113,56.5
2019-08-10T17:49:50.999Z,60.397582,5.329347,59.7
2019-08-10T17:50:01.499Z,60.397347,5.329790,62.8
2019-08-10T17:50:12.249Z,60.397075,5.330393,64.1
2019-08-10T17:50:23.124Z,60.397265,5.330867,64.5
2019-08-10T17:50:34.062Z,60.397475,5.331080,68.0
2019-08-10T17:50:45.031Z,60.397697,5.331053,74.1
2019-08-10T17:50:56.015Z,60.397945,5.330895,77.0
2019-08-10T17:51:07.007Z,60.397932,5.331190,82.2
2019-08-10T17:51:18.003Z,60.397793,5.331458,90.4
2019-08-10T17:51:29.001Z,60.397672,5.331718,95.2
2019-08-10T17:51:40.000Z,60.397507,5.331918,98.5
2019-08-10T17:51:51.000Z,60.397332,5.332152,104.4
2019-08-10T17:52:02.000Z,60.397137,5.332433,110.2
2019-08-10T17:52:13.000Z,60.396985,5.332698,114.9
2019-08-10T17:52:24.000Z,60.396802,5.332990,112.7
2019-08-10T17:52:35.000Z,60.396615,5.333262,117.9
2019-08-10T17:52:46.000Z,60.396433,5.333518,120.3
2019-08-10T17:52:57.000Z,60.396282,5.333848,119.7
2019-08-10T17:53:08.000Z,60.396108,5.334137,127.7
2019-08-10T17:53:19.000Z,60.395862,5.334428,119.8
2019-08-10T17:53:30.000Z,60.395957,5.334558,115.9
2019-08-10T17:53:41.000Z,60.396085,5.334615,118.5
2019-08-10T17:53:52.000Z,60.395902,5.334802,121.1
2019-08-10T17:54:03.000Z,60.395717,5.334867,121.7
2019-08-10T17:54:14.000Z,60.395483,5.334853,129.8
2019-08-10T17:54:24.500Z,60.395268,5.334843,134.4
2019-08-10T17:54:35.250Z,60.395018,5.334550,137.4
2019-08-10T17:54:46.125Z,60.394990,5.334977,128.5
2019-08-10T17:54:57.062Z,60.395182,5.335305,133.3
2019-08-10T17:55:08.031Z,60.395305,5.335518,141.5
2019-08-10T17:55:19.015Z,60.395093,5.335527,145.9
2019-08-10T17:55:30.007Z,60.394910,5.335785,148.4
2019-08-10T17:55:41.003Z,60.394718,5.336122,146.1
2019-08-10T17:55:52.001Z,60.394530,5.336432,147.9
2019-08-10T17:56:03.000Z,60.394362,5.336733,150.9
2019-08-10T17:56:14.000Z,60.394397,5.337147,152.1
2019-08-10T17:56:25.000Z,60.394685,5.336867,153.5
2019-08-10T17:56:36.000Z,60.394637,5.337258,152.3
2019-08-10T17:56:47.000Z,60.394423,5.337632,158.9
2019-08-10T17:56:58.000Z,60.394277,5.338017,169.3
2019-08-10T17:57:09.000Z,60.394097,5.338357,171.8
2019-08-10T17:57:20.000Z,60.393905,5.338712,173.7
2019-08-10T17:57:31.000Z,60.393753,5.339107,175.9
2019-08-10T17:57:42.000Z,60.393682,5.339567,173.1
2019-08-10T17:57:53.000Z,60.393532,5.339922,175.1
2019-08-10T17:58:04.000Z,60.393535,5.340375,182.3
2019-08-10T17:58:15.000Z,60.393520,5.340728,184.5
2019-08-10T17:58:26.000Z,60.393410,5.341165,189.4
2019-08-10T17:58:37.000Z,60.393310,5.341580,193.4
2019-08-10T17:58:48.000Z,60.393153,5.341995,191.7
2019-08-10T17:58:59.000Z,60.393003,5.342360,194.6
2019-08-10T17:59:10.000Z,60.392867,5.342748,201.0
2019-08-10T17:59:21.000Z,60.392748,5.343075,207.8
2019-08-10T17:59:32.000Z,60.392635,5.343348,210.9
2019-08-10T17:59:43.000Z,60.392487,5.343677,219.9
2019-08-10T17:59:54.000Z,60.392365,5.344070,221.5
2019-08-10T18:00:05.000Z,60.392245,5.344398,225.6
2019-08-10T18:00:16.000Z,60.392068,5.344563,232.2
2019-08-10T18:00:27.000Z,60.391878,5.344902,236.6
2019-08-10T18:00:38.000Z,60.391725,5.345210,236.4
2019-08-10T18:00:48.500Z,60.391602,5.345505,236.1
2019-08-10T18:00:59.250Z,60.391445,5.345835,236.4
2019-08-10T18:01:09.625Z,60.391300,5.346280,236.2
2019-08-10T18:01:20.312Z,60.391147,5.346702,232.3
2019-08-10T18:01:31.156Z,60.391087,5.347177,233.9
2019-08-10T18:01:42.078Z,60.391210,5.347183,237.7
2019-08-10T18:01:53.039Z,60.391312,5.346738,239.7
2019-08-10T18:02:04.019Z,60.391467,5.346358,241.3
2019-08-10T18:02:15.009Z,60.391673,5.345938,236.6
2019-08-10T18:02:26.004Z,60.391783,5.345990,238.9
2019-08-10T18:02:37.002Z,60.391710,5.346282,242.5
2019-08-10T18:02:48.001Z,60.391603,5.346565,247.6
2019-08-10T18:02:59.000Z,60.391517,5.347032,251.4
2019-08-10T18:03:10.000Z,60.391473,5.347515,255.6
2019-08-10T18:03:21.000Z,60.391567,5.347892,256.4
2019-08-10T18:03:32.000Z,60.391693,5.348197,260.2
2019-08-10T18:03:43.000Z,60.391840,5.348450,264.7
2019-08-10T18:03:58.000Z,60.391803,5.348278,269.2
2019-08-10T18:04:11.000Z,60.391827,5.347968,271.8
2019-08-10T18:04:23.000Z,60.392025,5.347948,274.3
2019-08-10T18:04:34.500Z,60.392237,5.347922,272.3
2019-08-10T18:04:45.750Z,60.392305,5.348157,278.4
2019-08-10T18:04:56.875Z,60.392363,5.348500,280.6
2019-08-10T18:05:07.937Z,60.392490,5.348710,285.1
2019-08-10T18:05:18.968Z,60.392570,5.349022,287.7
2019-08-10T18:05:29.984Z,60.392523,5.349418,287.4
2019-08-10T18:05:40.992Z,60.392643,5.349635,288.5
2019-08-10T18:05:51.996Z,60.392850,5.349608,290.6
2019-08-10T18:06:02.998Z,60.392965,5.349392,291.7
2019-08-10T18:06:13.999Z,60.392962,5.349118,299.9
2019-08-10T18:06:24.999Z,60.392978,5.348745,307.6
2019-08-10T18:06:35.999Z,60.393245,5.348177,311.6
2019-08-10T18:06:46.999Z,60.393413,5.347593,320.1
2019-08-10T18:06:57.999Z,60.393553,5.346808,329.5
2019-08-10T18:07:08.999Z,60.393673,5.346082,337.4
2019-08-10T18:07:19.999Z,60.393493,5.345622,332.3
2019-08-10T18:07:30.499Z,60.393353,5.345165,316.7
2019-08-10T18:07:41.249Z,60.393697,5.344612,306.4
2019-08-10T18:07:52.124Z,60.393960,5.344053,307.7
2019-08-10T18:08:03.062Z,60.394110,5.343653,309.2
2019-08-10T18:08:54.031Z,60.394028,5.343810,314.6
2019-08-10T18:09:25.015Z,60.393608,5.344618,322.0
2019-08-10T18:09:46.007Z,60.393683,5.345378,328.6
2019-08-10T18:10:02.003Z,60.393830,5.346145,335.5
2019-08-10T18:10:15.501Z,60.393700,5.347227,343.1
2019-08-10T18:10:27.750Z,60.393393,5.348352,356.6
2019-08-10T18:10:39.375Z,60.393157,5.349715,367.0
2019-08-10T18:10:50.687Z,60.392675,5.349195,375.5
2019-08-10T18:11:01.843Z,60.392257,5.348513,384.4
2019-08-10T18:11:12.921Z,60.392072,5.348592,392.6
2019-08-10T18:11:23.960Z,60.391908,5.348470,399.2
2019-08-10T18:11:34.980Z,60.391707,5.347243,406.2
2019-08-10T18:11:45.990Z,60.391762,5.346210,408.2
2019-08-10T18:11:56.995Z,60.391732,5.346562,391.8
2019-08-10T18:12:07.997Z,60.391422,5.347173,385.1
2019-08-10T18:12:18.998Z,60.391330,5.346017,363.8
2019-08-10T18:12:29.999Z,60.391787,5.344670,358.3
2019-08-10T18:12:40.999Z,60.392073,5.342538,326.8
2019-08-10T18:12:51.999Z,60.392468,5.340388,307.4
2019-08-10T18:13:02.999Z,60.392810,5.339798,291.8
2019-08-10T18:13:13.999Z,60.393368,5.339213,263.3
2019-08-10T18:13:24.999Z,60.394007,5.338137,252.4
2019-08-10T18:13:35.999Z,60.394623,5.337068,235.6
2019-08-10T18:13:46.999Z,60.394520,5.337007,223.8
2019-08-10T18:13:57.999Z,60.394910,5.335897,219.4
2019-08-10T18:14:08.999Z,60.395300,5.335278,193.2
2019-08-10T18:14:19.999Z,60.395057,5.334795,190.0
2019-08-10T18:14:30.999Z,60.395482,5.334563,169.3
2019-08-10T18:14:41.999Z,60.396033,5.334337,150.2
2019-08-10T18:14:52.999Z,60.395683,5.334270,137.9
2019-08-10T18:15:03.999Z,60.396315,5.333182,132.3
2019-08-10T18:15:14.999Z,60.397175,5.331828,123.3
2019-08-10T18:15:25.999Z,60.397912,5.331007,106.6
2019-08-10T18:15:36.999Z,60.397595,5.331063,100.7
2019-08-10T18:15:47.999Z,60.397190,5.330082,89.4
2019-08-10T18:15:58.999Z,60.397598,5.329197,71.9
2019-08-10T18:16:09.999Z,60.397230,5.329762,66.6
2019-08-10T18:16:20.999Z,60.396890,5.330307,64.8
2019-08-10T18:16:31.999Z,60.397225,5.329555,61.6
2019-08-10T18:16:42.499Z,60.397040,5.329633,55.1
2019-08-10T18:16:53.249Z,60.396923,5.329563,50.6
2019-08-10T18:17:04.124Z,60.396958,5.329090,49.3
2019-08-10T18:17:15.062Z,60.396797,5.329295,50.2
2019-08-10T18:17:26.031Z,60.396712,5.328948,52.9
2019-08-10T18:17:37.015Z,60.396642,5.328797,57.6
2019-08-10T18:17:48.007Z,60.396513,5.328402,59.5
2019-08-10T18:17:59.003Z,60.396825,5.327645,60.2
2019-08-10T18:18:10.001Z,60.397202,5.326748,57.9
2019-08-10T18:18:21.000Z,60.397548,5.325792,50.2
2019-08-10T18:18:32.000Z,60.397972,5.324782,34.6
2019-08-10T18:18:42.500Z,60.398427,5.323978,28.3
2019-08-10T18:18:53.250Z,60.398943,5.323593,24.6
2019-08-10T18:19:04.125Z,60.399495,5.323428,19.7
2019-08-10T18:19:15.062Z,60.399955,5.322865,18.6
2019-08-10T18:19:26.031Z,60.400385,5.322442,18.7
2019-08-10T18:19:37.015Z,60.400852,5.322360,18.6
2019-08-10T18:19:48.007Z,60.401270,5.322857,21.1
2019-08-10T18:19:59.003Z,60.401923,5.323500,20.1
2019-08-10T18:20:10.001Z,60.402637,5.322890,21.7
2019-08-10T18:20:21.000Z,60.403255,5.322032,22.1
2019-08-10T18:20:32.000Z,60.403905,5.321075,16.2
2019-08-10T18:20:43.000Z,60.404655,5.321737,12.5
2019-08-10T18:20:54.000Z,60.405103,5.323330,9.7
2019-08-10T18:21:05.000Z,60.405813,5.324265,6.5
2019-08-10T18:21:16.000Z,60.406672,5.324453,2.4
2019-08-10T18:21:27.000Z,60.407638,5.323890,-1.8
2019-08-10T18:21:38.000Z,60.408600,5.323433,-3.0
2019-08-10T18:21:49.000Z,60.409297,5.322935,-1.4
2019-08-10T18:22:00.000Z,60.409323,5.322652,-3.5
2019-08-10T18:22:12.000Z,60.409238,5.322528,-3.2
2019-08-10T18:22:23.500Z,60.408562,5.322407,-0.8
2019-08-10T18:22:34.750Z,60.407735,5.322322,2.1
2019-08-10T18:22:45.875Z,60.407005,5.322380,4.2
2019-08-10T18:22:56.937Z,60.406710,5.322657,5.6
2019-08-10T18:23:07.968Z,60.406170,5.323395,11.3
2019-08-10T18:23:18.984Z,60.405478,5.323512,18.9
2019-08-10T18:23:29.992Z,60.404970,5.322240,16.5
2019-08-10T18:23:40.996Z,60.404467,5.321073,18.2
2019-08-10T18:23:51.998Z,60.403720,5.321000,18.3
2019-08-10T18:24:02.999Z,60.402933,5.321482,15.9
2019-08-10T18:24:13.999Z,60.402213,5.320963,15.2
2019-08-10T18:24:24.999Z,60.401757,5.320107,17.4
2019-08-10T18:24:35.999Z,60.401628,5.318692,17.3
2019-08-10T18:24:46.999Z,60.401232,5.317345,18.0
2019-08-10T18:24:57.999Z,60.401030,5.315857,17.7
2019-08-10T18:25:08.999Z,60.400603,5.315715,14.2
2019-08-10T18:25:19.999Z,60.399993,5.316363,18.3
2019-08-10T18:25:30.999Z,60.399415,5.317153,29.3
2019-08-10T18:25:41.999Z,60.398920,5.318245,31.4
2019-08-10T18:25:52.999Z,60.398827,5.319568,32.1
2019-08-10T18:26:03.999Z,60.398467,5.320572,39.1
2019-08-10T18:26:14.999Z,60.397987,5.321577,46.3
2019-08-10T18:26:25.999Z,60.397502,5.322537,58.4
2019-08-10T18:26:36.999Z,60.397103,5.323565,69.1
2019-08-10T18:26:47.999Z,60.396775,5.324598,75.6
2019-08-10T18:26:58.999Z,60.396390,5.325472,84.2
2019-08-10T18:27:09.999Z,60.396122,5.325912,94.5
2019-08-10T18:27:20.499Z,60.395633,5.325837,101.7
2019-08-10T18:27:31.249Z,60.394972,5.325523,98.2
2019-08-10T18:27:50.124Z,60.394845,5.325483,94.1
2019-08-10T18:28:05.062Z,60.394403,5.325088,96.8
2019-08-10T18:28:18.031Z,60.393973,5.325278,100.0
2019-08-10T18:28:30.015Z,60.393840,5.325732,100.8
2019-08-10T18:28:41.507Z,60.393790,5.325983,100.9
2019-08-10T18:28:53.253Z,60.393732,5.326132,101.6
2019-08-10T18:29:04.626Z,60.393600,5.326785,107.2
2019-08-10T18:29:23.813Z,60.393583,5.326975,105.6
2019-08-10T18:29:38.906Z,60.393530,5.327585,96.8
